date,Language,Media,Date,Title,Url,Prelim-Rating,Rating,Oped/Non oped,Text
2024-07-25 2:20:18,en,newindianexpress.com,2024-07-24,Union Budget 2024-25 receives positive response from Andhra leaders,https://www.newindianexpress.com/states/andhra-pradesh/2024/Jul/24/union-budget-2024-25-receives-positive-response-from-andhra-leaders,Center,,,
2024-07-24 15:28:02,en,newindianexpress.com,2024-07-24,Budget 2024: Chandrawal water plant gets Rs 200 crore,https://www.newindianexpress.com/cities/delhi/2024/Jul/24/budget-2024-chandrawal-water-plant-gets-rs-200-crore,Center,,,
2024-07-24 4:22:58,en,indiatimes.com,2024-07-24,"Union Budget 2024-25: Focus on Infrastructure, Employment, and Skilling",https://timesofindia.indiatimes.com/city/kanpur/union-budget-2024-25-focus-on-infrastructure-employment-and-skilling/articleshow/111972322.cms,Center,,,
2024-07-24 1:29:50,en,indiatimes.com,2024-07-24,Budget 2024: BJPâs poll promise but no mention of 70+ health cover,https://timesofindia.indiatimes.com/business/india-business/budget-2024-bjps-poll-promise-but-no-mention-of-70-health-cover/articleshow/111973430.cms,Center,,,
2024-07-24 5:31:51,en,hindustantimes.com,2024-07-24,Budget 2024: These are the winners and losers of ‘vulnerable’ stock market,https://www.hindustantimes.com/business/budget-2024-these-are-the-winners-and-losers-of-vulnerable-stock-market-101721791395546.html,,,,
2024-07-24 6:31:52,en,financialexpress.com,2024-07-24,Parliament Budget Session 2024 Live Updates: INDIA bloc protests against Union Budget 2024 in Parliament,https://www.financialexpress.com/india-news/parliament-budget-session-2024-live-updates-india-bloc-mps-protest-union-budget-2024-lok-sabha-rajya-sabha/3563419/,Center,,,
2024-07-24 10:40:59,en,indianexpress.com,2024-07-24,"Budget 2024: Government acknowledges problems in the economy, but only indirectly so",https://indianexpress.com/article/opinion/budget-2024-govt-acknowledges-problems-in-economy-9472588/,Left,Center,Oped,
2024-07-25 3:20:44,en,ndtv.com,2024-07-24,Budget 2024: A Progressive Blueprint for Inclusive Growth And Development,https://www.ndtv.com/opinion/budget-2024-a-progressive-blueprint-for-inclusive-growth-and-development-6179271#publisher=newsstand,Left,,Oped,
2024-07-24 14:18:17,en,hindustantimes.com,2024-07-24,New pension scheme for minors introduced in Union Budget 2024: Details and how to apply,https://www.hindustantimes.com/business/new-pension-scheme-for-minors-introduced-in-union-budget-2024-details-and-how-to-apply-101721818653754.html,,,,
2024-07-24 6:18:50,en,thehindu.com,2024-07-24,"Union Budget 2024: Stock Markets still sour after tax hike on equity investments, Nifty, Sensex fall marginally",https://www.thehindu.com/business/markets/budget-2024-markets-still-sour-after-tax-hike-on-equity-investments-nifty-sensex-fall-marginally/article68440175.ece,Left,,,
2024-07-25 0:20:42,en,news18.com,2024-07-24,"Budget 2024: How Indexation Changes Bring Relief For Gold ETFs, FoFs, International Funds",https://www.news18.com/business/tax/budget-2024-indexation-changes-gold-etfs-fofs-international-funds-8976550.html,Left,,,
2024-07-24 3:26:29,en,indianexpress.com,2024-07-24,"Budget 2024: Internship for 1 crore youth, industry seeks clarity",https://indianexpress.com/article/india/internship-for-1-crore-youth-industry-seeks-clarity-9471881/,Left,,,
2024-07-24 8:27:09,en,indiatimes.com,2024-07-24,Union Budget 2024: UKIBC welcomes corporate tax cut for foreign companies from 40 PC to 35 pc,https://economictimes.indiatimes.com/news/economy/policy/union-budget-2024-ukibc-welcomes-corporate-tax-cut-for-foreign-companies-from-40-pc-to-35-pc/articleshow/111980684.cms,Center,Center-Right,,
2024-07-24 11:31:14,en,indiatimes.com,2024-07-24,What is 'Angel tax' that was scrapped in Union Budget 2024,https://economictimes.indiatimes.com/markets/stocks/news/what-is-angel-tax-that-was-scrapped-in-union-budget-2024/videoshow/111982417.cms,Center,,,
2024-07-24 19:20:40,en,newindianexpress.com,2024-07-24,Budget 2024-25: Striving for effective transit planning,https://www.newindianexpress.com/business/2024/Jul/24/budget-2024-25-striving-for-effective-transit-planning,Center,,,
2024-07-23 20:27:43,en,thehindu.com,2024-07-24,"Budget 2024: With ₹2.65 lakh crore outlay, Railways to prioritise safety",https://www.thehindu.com/business/budget/budget-2024-with-265-lakh-crore-outlay-railways-to-prioritise-safety/article68437321.ece,Left,Center,,
2024-07-24 2:19:58,en,indiatimes.com,2024-07-24,"Chandigarh Union Budget 2024-2025: Spending Power Unleashed, No Change in Size",https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-union-budget-2024-2025-spending-power-unleashed-no-change-in-size/articleshow/111972859.cms,Center,,,
2024-07-24 11:21:29,en,ndtv.com,2024-07-24,"""Centre Thinks There Is No Job Crisis In India,"" Says P Chidambaram On Budget 2024",https://www.ndtv.com/video/centre-thinks-there-is-no-job-crisis-in-india-says-p-chidambaram-on-budget-2024-818237,Left,,,
2024-07-23 22:22:30,en,indiatimes.com,2024-07-24,Budget 2024: Onion traders upset as Budget stays silent on scrapping MEP,https://timesofindia.indiatimes.com/business/india-business/budget-2024-onion-traders-upset-as-budget-stays-silent-on-scrapping-mep/articleshow/111969838.cms,Center,,,
2024-07-24 11:21:48,en,ndtv.com,2024-07-24,"""Uttar Pradesh Did Not Get Anything"": Akhilesh Yadav On Budget 2024",https://www.ndtv.com/video/uttar-pradesh-did-not-get-anything-akhilesh-yadav-on-budget-2024-818235,Left,,,
2024-07-24 10:40:50,en,indianexpress.com,2024-07-24,"Budget 2024: Capex outlay to remain at Rs 11.11 lakh crore, viability gap funding for private sector in the works",https://indianexpress.com/article/business/budget-2024-capex-outlay-9472152/,Left,,,
2024-07-24 12:33:11,en,indiatimes.com,2024-07-24,"Budget 2024: Realty, banks, defence among 9 sectors that appear short term losers. Here's why",https://economictimes.indiatimes.com/markets/stocks/news/budget-2024-realty-banks-defence-among-9-sectors-that-appear-short-term-losers-heres-why/articleshow/111989635.cms,Center,,,
2024-07-24 8:27:27,en,indiatimes.com,2024-07-24,Budget 2024: Which MSME schemes got more money and which ones have lost out,https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-which-msme-schemes-got-more-money-and-which-ones-have-lost-out/articleshow/111981282.cms,Center,,,
2024-07-25 0:20:32,en,newindianexpress.com,2024-07-24,Budget 2024: Nirmala Sitharaman assures to support Odisha tourism,https://www.newindianexpress.com/states/odisha/2024/Jul/24/budget-2024-nirmala-sitharaman-assures-to-support-odisha-tourism,Center,,,
2024-07-23 15:31:50,en,indiatimes.com,2024-07-23,P Chidambaram says Budget 2024 'copied' from Congress manifesto - The Economic Times Video,https://economictimes.indiatimes.com/news/et-tv/p-chidambaram-says-budget-2024-copied-from-congress-manifesto/videoshow/111965183.cms,Center,,,
2024-07-23 4:27:33,en,indiatimes.com,2024-07-23,Budget 2024: Key expectations and impact on mutual funds,https://timesofindia.indiatimes.com/business/india-business/budget-2024-key-expectations-and-impact-on-mutual-funds/articleshow/111943795.cms,Center,,,
2024-07-23 7:20:32,en,indiatimes.com,2024-07-23,Budget 2024: Understanding the bahi-khata and why Nirmala Sitharaman replaced the traditional briefcase,https://timesofindia.indiatimes.com/business/india-business/budget-2024-understanding-the-bahi-khata-and-why-nirmala-sitharaman-replaced-the-traditional-briefcase/articleshow/111949236.cms,Center,,,
2024-07-23 7:17:15,en,indiatimes.com,2024-07-23,Budget 2024: FM Sitharaman lays out Modi 3.0's nine priorities for Viksit Bharat,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-fm-sitharaman-lays-out-modi-3-0s-nine-priorities-for-viksit-bharat/articleshow/111947665.cms,Center,,,
2024-07-23 8:26:13,en,indiatimes.com,2024-07-23,Budget 2024: The time limit for which income tax reassessment can be done is reduced,https://economictimes.indiatimes.com/wealth/tax/the-time-limit-for-which-income-tax-reassessment-can-be-done-is-reduced/articleshow/111951732.cms,Center,,,
2024-07-24 0:31:27,en,news18.com,2024-07-23,"In Budget 2024, Nirmala Sitharaman Lists 9 Priorities, 4 Pillars of Modi Sarkar",https://www.news18.com/business/economy/in-budget-2024-nirmala-sitharaman-lists-9-priorities-4-pillars-of-modi-sarkar-8975188.html,Left,,,
2024-07-23 10:28:15,en,thehindu.com,2024-07-23,"Basic Custom Duty for Mobile, Budget 2024: Nirmala Sitharaman announces duty cut on mobile phones, PCBA and chargers",https://www.thehindu.com/business/budget/union-budget-2024-fm-nirmala-sitharaman-announces-duty-cut-on-mobile-phones-pcba-and-chargers/article68436049.ece,Left,,,
2024-07-23 13:25:00,en,thehindu.com,2024-07-23,Budget 2024-25: Investors,https://www.thehindu.com/business/budget/budget-2024-25-investors/article68436904.ece,Left,,,
2024-07-23 11:36:20,en,hindustantimes.com,2024-07-23,"Budget 2024: 'Bhu-Aadhaar' for all rural lands, reforms to digitise land records",https://www.hindustantimes.com/india-news/budget-2024-bhu-aadhaar-for-rural-land-reforms-and-digitise-land-records-rural-budget-2024-101721724098264.html,,,,
2024-07-23 10:17:25,en,indiatimes.com,2024-07-23,Budget 2024: Rs 2.19 lakh crore to home ministry; majority for central police forces,https://economictimes.indiatimes.com/news/defence/rs-2-19-lakh-crore-to-home-ministry-majority-for-central-police-forces/articleshow/111955803.cms,Center,,,
2024-07-23 10:17:19,en,thehindu.com,2024-07-23,Union Budget 2024-25: FM Sithraman says India to prepare climate finance taxonomy,https://www.thehindu.com/business/budget/budget-2024-fm-sithraman-says-india-to-prepare-climate-finance-taxonomy/article68435875.ece,Left,,,
2024-07-23 11:29:10,en,indiatimes.com,2024-07-23,Budget 2024: Government to formulate economic policy framework for next generation of reforms,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-government-to-formulate-economic-policy-framework-for-next-generation-of-reforms/articleshow/111959918.cms,Center,,,
2024-07-23 10:19:10,en,indiatimes.com,2024-07-23,Budget 2024: Housing Finance stocks in focus after Rs 10 lakh crore allocation,https://economictimes.indiatimes.com/markets/stocks/news/budget-2024-housing-finance-stocks-in-focus-after-rs-10-lakh-crore-allocation/articleshow/111955754.cms,Center,,,
2024-07-23 8:25:51,en,hindustantimes.com,2024-07-23,"After ‘special status’ snub, Centre's infrastructure bonanza for Bihar in Union Budget 2024",https://www.hindustantimes.com/budget/after-special-status-snub-centres-infrastructure-bonanza-for-bihar-in-union-budget-2024-101721714625057.html,,,,
2024-07-23 9:32:45,en,ndtv.com,2024-07-23,Budget 2024 Will Address Critical Need For Skill Development And Job Creation: Experts,https://www.ndtv.com/education/budget-2024-will-address-critical-need-for-skill-development-and-job-creation-experts-6169336,Left,,,
2024-07-23 9:36:17,en,hindustantimes.com,2024-07-23,Union Budget 2024: Where does Centre spend the most money?,https://www.hindustantimes.com/budget/union-budget-2024-where-does-the-centre-spend-the-most-money-101721719083259.html,,,,
2024-07-23 12:31:40,en,hindustantimes.com,2024-07-23,"‘Bribing allies in Bihar and Andhra, anti-federal’: TMC leader Sagarika Ghose on Union Budget 2024",https://www.hindustantimes.com/india-news/bribing-allies-in-bihar-and-andhra-anti-federal-tmc-leader-sagarika-ghose-on-union-budget-2024-101721730247907.html,,,,
2024-07-23 12:25:12,en,financialexpress.com,2024-07-23,Union Budget 2024: Centre announces launch of fourth phase of Pradhan Mantri Gram Sadak Yojana to enhance rural connectivity,https://www.financialexpress.com/budget/union-budget-2024-centre-announces-launch-of-fourth-phase-of-pradhan-mantri-gram-sadak-yojana-to-enhance-rural-connectivity-3562226/,Center,,,
2024-07-23 10:17:32,en,thehindu.com,2024-07-23,Budget 2024: FM announces ₹10 lakh crore investment into scheme for urban housing,https://www.thehindu.com/business/budget/budget-2024-fm-announces-10-lakh-crore-investment-into-scheme-for-urban-housing/article68436021.ece,Left,,,
